av_alive	av_bet	av_pn0	av_alph	av_ha	av_hs	av_q	av_z	av_age	av_ndh	av_nz0	av_nrh	av_nc0	av_nc1	sd_bet	sd_pn0	sd_alph	sd_ha	sd_hs	sd_q	sd_z	sd_age	sd_ndh	sd_nz0	sd_nrh	sd_nc0	sd_nc1
0.911904761904762	7.91850427332379	7.77314726148333	1.13875166289863	0.474358312005088	5.00632744266873	0.535496779472584	0.880714285714286	267.989523809524	47.675	22.6166666666667	42.7826190476191	19.8133333333333	11.3033333333333	0.120293094278529	0.240324113311105	0.120754587216245	0.0235907497924663	0.291417606547969	0.147591400073617	0.324163002352267	279.825591898192	53.9206754546535	22.6974721089495	42.8537573384859	13.5647973767291	12.7324077281996
0.922619047619048	7.93569523152851	7.84427424657912	1.19942709641797	0.47493783061703	4.8281252012934	0.530049185450983	0.882857142857143	269.952619047619	48.2930952380952	23.3604761904762	44.1907142857143	19.695	10.9597619047619	0.121007321550968	0.219414411494228	0.0887161346790289	0.0132348496914266	0.258008630737321	0.147666872293348	0.321628726848523	271.698483809015	53.1054350796532	22.7222071873221	43.0515794642822	13.0899601845372	12.3087435524677
0.922857142857143	7.90511866717111	7.77287544182369	1.19134452909231	0.482397074032398	4.70155622073582	0.535430937412757	0.893809523809524	262.363571428571	46.6747619047619	22.3335714285714	42.27	19.4859523809524	10.895	0.0949617351710604	0.293046831839906	0.119580702230857	0.0269060618089875	0.10153427857322	0.148278396748321	0.308117936713004	268.262150751282	52.4512627741413	22.4506320693124	42.4971534846587	13.1959707489904	12.3541521849385
0.921904761904762	7.79497196844646	7.8363639487539	1.14015318562587	0.476673958698908	4.73740138837269	0.534532949415663	0.879523809523809	266.027857142857	47.1352380952381	22.7942857142857	43.13	19.9778571428571	11.0635714285714	0.113944264019739	0.206219359741179	0.146127366698107	0.0268588327290906	0.202159618505629	0.146892517811266	0.325556313076274	261.615129084364	50.7025075200117	22.4521520974576	42.3764500623364	13.1092006208581	12.2017847053165
0.928095238095238	7.83108846698488	7.95452445859001	1.06630467165084	0.468830825743221	4.83147346519289	0.534151968805243	0.891666666666667	268.380476190476	47.6280952380952	22.8735714285714	43.3628571428571	20.242619047619	11.0840476190476	0.15400679698832	0.0843809756619432	0.134968718339985	0.0269164176345937	0.107624966641704	0.147977350467585	0.310837943369505	266.978667601526	51.7086224420683	22.6083370807263	42.8659052315518	13.3451959025403	12.497195028848
0.918809523809524	7.92333028770628	7.96603997616541	1.01208084658498	0.477688448251713	4.84055580638704	0.536497795737197	0.879761904761905	262.982380952381	46.4378571428571	22.315	42.1642857142857	19.8666666666667	11.0509523809524	0.0387851058224251	0.0415890186033746	0.159430060673372	0.0328167923157845	0.104765856710484	0.146639892084168	0.325278477027351	269.569172249606	52.0244546997831	22.3031691446257	42.1403563291167	13.3446923116256	12.5588786808396
0.913809523809524	7.89754630508877	7.94512031248638	0.921889261021501	0.487567231108745	4.77747938349133	0.538256247019191	0.885476190476191	277.43380952381	48.9842857142857	23.5247619047619	44.4919047619048	20.6433333333333	11.7228571428571	0.0808545865134398	0.0730298321490286	0.168514202224784	0.0509309047537468	0.0954203239372753	0.145044591698964	0.318484312193508	280.580370008429	54.0591769167871	23.4816788460571	44.4828711030155	13.9425018822379	13.1093683445655
0.922857142857143	7.93292805410567	7.95531045879637	0.849529768640087	0.498600795354162	4.90896134467352	0.534504323673936	0.886904761904762	264.77380952381	46.8702380952381	22.372619047619	42.3361904761905	20.3871428571429	11.3457142857143	0.0362404067226447	0.0538003934170538	0.105307168006483	0.034336177135637	0.251989842883581	0.146986208456016	0.316746891027602	268.325082453267	51.4254496395199	21.8671749243867	41.3286000138113	13.7320018447434	12.8381021417066
0.922857142857143	7.94397788944698	7.92884586527234	0.840161395434822	0.461407521700575	5.13817024196897	0.533418770740594	0.896904761904762	260.823333333333	46.0264285714286	22.212619047619	42.0183333333333	20.4240476190476	11.3497619047619	0.0480052573703159	0.0736979188001427	0.0953776210760316	0.0334660442375566	0.212267733494061	0.145103163829095	0.30411943555117	271.782183650228	51.5736734017157	22.5209866464805	42.612979954117	13.8423554800863	12.9649094963156
0.921190476190476	7.93407545271374	7.91081923711868	0.905887194332622	0.49364462304683	4.99718143519901	0.534565850791924	0.89547619047619	270.713095238095	48.3057142857143	23.0216666666667	43.5490476190476	20.5754761904762	11.5497619047619	0.0535992763440799	0.0884401281180864	0.123582960078826	0.0243509342815939	0.227174046605676	0.145661028214237	0.305975282417706	284.444491173804	55.0359848135778	23.3025956008536	44.0851648677547	14.0400040340594	13.1363559817273
0.920952380952381	7.97419330176853	7.92667774790809	0.903607923672313	0.480187103876046	5.13403025524957	0.539917354318463	0.896666666666667	266.111904761905	46.6183333333333	22.2814285714286	42.16	20.1866666666667	11.2604761904762	0.0396867996523757	0.0920820294504511	0.116230126525009	0.0251022138584103	0.18011911013382	0.146861769867779	0.304429994671928	265.989248657214	50.9926638983837	21.9250457949333	41.4776442222917	13.4636098792998	12.5899766117895
0.917142857142857	7.92126131250745	7.81830058722269	0.944115592794759	0.470379265028806	4.92884761219933	0.53708555775059	0.891904761904762	266.234523809524	46.4285714285714	22.397380952381	42.4895238095238	20.13	11.2419047619048	0.0967599853470023	0.122369717057382	0.0927400737658087	0.0202652665079638	0.148338879337539	0.148810165490485	0.310537627320113	258.73514674194	49.2404479331035	21.5748820375598	40.8822667889888	12.8618524849682	12.0402419706406
0.915	7.92322488637198	7.80293067216873	0.903792744037651	0.469049648358708	4.95676788852328	0.537098363363343	0.887857142857143	265.015	46.7942857142857	22.3709523809524	42.3642857142857	20.2752380952381	11.4957142857143	0.102422721949185	0.117282566767822	0.0563237849591111	0.0334188424114417	0.155874742236015	0.152031950146283	0.315579702722015	272.734517771135	52.0029682567774	22.4933853164365	42.616145997779	13.8606667094124	13.0126243761523
0.91952380952381	7.89916005724952	7.91582457235881	0.962020407503559	0.448490522844451	4.9722514413652	0.532036893904974	0.885	255.516428571429	45.8245238095238	21.8602380952381	41.34	20.3964285714286	11.3788095238095	0.135182612643203	0.106675877883689	0.0720067062730503	0.0303328711482667	0.120242726300527	0.147384525503091	0.319059928404977	265.563486639557	51.0915472000597	21.637803967893	40.9620159902933	13.7136446692326	12.8286777797431
0.917142857142857	7.92225960141137	7.90876243046352	1.05802626773005	0.471692919858864	5.01596243983223	0.532610525541084	0.883571428571429	266.709047619048	47.0819047619048	23.0145238095238	43.5514285714286	19.9597619047619	11.1507142857143	0.103265321985802	0.110778386751673	0.133923693456152	0.0364505811303575	0.0683631246763003	0.145989220363619	0.320776337310864	261.225178839222	49.9420236028105	22.557561067976	42.6765302335665	13.1583518832119	12.2456751784313
0.921904761904762	7.92259687242054	7.97297465176809	1.05261475520475	0.484956643865222	5.06508361305509	0.535172613454821	0.887857142857143	258.664761904762	45.5121428571429	21.9064285714286	41.4609523809524	19.5571428571429	10.7985714285714	0.120143760836293	0.0676507800741305	0.0772854551654796	0.0396343163840947	0.0958612085423465	0.14781319847542	0.315579702722015	259.140177003039	49.5841851998921	21.552807517597	40.7633742261615	12.9822114882654	12.1357291003659
0.922380952380952	7.92090161141895	7.97174675782522	1.10242015468223	0.503169342279434	5.10613376674198	0.535182212048003	0.896190476190476	263.55619047619	46.5033333333333	22.407380952381	42.4088095238095	19.6152380952381	10.92	0.0758981294317667	0.06234378834673	0.0962534929615526	0.0281050001483965	0.171261163132988	0.145183900765484	0.305049606770549	269.129988813127	51.7084816668214	22.3301984773264	42.3492579731994	13.1608133321676	12.4077267754501
0.919285714285714	7.91498131150291	7.95807891425632	1.16450401154302	0.478059108832053	5.01534287952241	0.536035650652271	0.894047619047619	259.67	45.4188095238095	22.0157142857143	41.6816666666667	19.5147619047619	10.8490476190476	0.0817376696491361	0.0394974026174523	0.121309090734336	0.0225285649999383	0.206390682073992	0.146897710701377	0.307813309030856	259.554568624465	49.4501808808786	22.2063273041796	42.0582767092935	12.9976740070373	12.1639813602154
0.922142857142857	7.83823046286901	7.93205944367817	1.15119074170079	0.479093151120912	4.90281800145195	0.532160263623349	0.885714285714286	264.49619047619	46.8159523809524	22.6516666666667	42.8485714285714	19.5683333333333	10.782619047619	0.125563752361525	0.0871854173028547	0.115124617914579	0.0249104713803328	0.259222620832663	0.145545802935742	0.318195846303238	259.902949598617	49.8852379828873	22.0987596264197	41.755835751961	12.8689178641919	11.9601877003935
0.919047619047619	7.92541380723317	7.9373233857609	1.08812388682649	0.494082841149398	4.84786896762394	0.534384427613897	0.883809523809524	264.010714285714	46.86	22.3902380952381	42.4038095238095	19.7540476190476	10.9345238095238	0.118757070948897	0.100636387094417	0.135314680392135	0.0211709450878706	0.19105132877296	0.146428426777546	0.320491349829172	270.571574675889	52.40958755634	22.2442834170867	42.0971928503482	13.1936583234092	12.2967107791707
0.922380952380952	7.90662423122497	7.87239700124377	0.994836901397932	0.493136464399951	4.72758326655342	0.533374704019815	0.895	261.147619047619	46.3452380952381	22.3745238095238	42.3364285714286	19.822380952381	11.0147619047619	0.0716963440029068	0.0873776819372354	0.0959812964595241	0.0215618599912172	0.140074588257902	0.146648723580896	0.306589922092442	264.870538402975	51.0120658827458	22.6083160532241	42.7412660035111	13.3253880686603	12.4991362860628
0.921904761904762	7.89777512391408	7.84214057899657	0.987235175144105	0.503988075355689	4.6959681064742	0.532855725330023	0.887857142857143	261.070238095238	46.1916666666667	22.2814285714286	42.1095238095238	19.772619047619	10.9421428571429	0.0911928370613746	0.0945195340944625	0.0539333590870183	0.0232360153753939	0.123649280445296	0.148320713504561	0.315579702722015	260.851731241667	50.2991259755722	21.7978182411334	41.1693613983042	13.0699279901844	12.1377830651316
0.919285714285714	7.93508554855983	7.82197765486581	0.894397310359137	0.472795904271659	4.65000549940836	0.535707257079663	0.883095238095238	265.879761904762	46.8178571428571	22.2185714285714	42.062619047619	20.4552380952381	11.4557142857143	0.0648321980242455	0.0790718038740821	0.0981406884068138	0.0437959293701251	0.0798159736713857	0.147445750608464	0.321345024682213	273.216560524669	52.2926020829563	22.317788309433	42.2762902591212	13.7004456564036	12.8008521356285
0.926904761904762	7.91541986374628	7.78562773715882	0.915441255654608	0.47018488869071	4.62271075895854	0.53564543751383	0.888809523809524	265.28880952381	46.8469047619048	22.3747619047619	42.3690476190476	20.3047619047619	11.3390476190476	0.0737354827597952	0.0869217755412454	0.11717586860725	0.0421828388815078	0.168040418572282	0.148400159115805	0.314405295873973	271.561971607671	52.2080595886441	22.3793642229842	42.3389175923157	13.7033510551603	12.7877799136668
0.917857142857143	7.89571511949812	7.73445173025131	0.81719294318131	0.501980106873172	4.73433108500072	0.535352979857345	0.894523809523809	264.944523809524	46.9571428571429	22.4771428571429	42.5945238095238	20.272380952381	11.2880952380952	0.0682342151243295	0.153532828857319	0.0852775508288524	0.0315286784965484	0.147145551719384	0.150044943581724	0.307202593712944	256.884907492749	49.5117246734703	21.5050175291013	40.7400476468673	13.0430105010984	12.2099733650062
0.917380952380952	7.87983861117136	7.77497925224758	0.848611271282037	0.49249975977909	4.8109028833253	0.538124025267073	0.884761904761905	263.363333333333	46.5671428571429	22.0483333333333	41.7204761904762	20.2938095238095	11.3528571428571	0.0867907930023569	0.166221026715369	0.0726243848040445	0.0291793023544784	0.113530290960187	0.147022711309357	0.319347081097461	272.892494036717	52.2830906546336	21.6608841124242	41.0654477924308	13.6466084131937	12.8326754000074
0.924047619047619	7.89617148047402	7.87842995178132	0.901360455623695	0.473901412501222	4.85077795210339	0.53950173570009	0.893571428571429	265.11119047619	46.2438095238095	22.1869047619048	42.0178571428571	20.3114285714286	11.3033333333333	0.0579263252056635	0.118440968078274	0.121641743236461	0.0362089990345171	0.0995188096384261	0.148134341766876	0.308422079667371	268.735429197457	50.4907904354995	21.9786874172756	41.5814309406808	13.4862057318334	12.5842675508438
0.926904761904762	7.87502529246466	7.91483669860022	0.997778163126537	0.455339662766173	4.76616318975176	0.538168403565327	0.888095238095238	264.760714285714	46.8421428571429	22.4288095238095	42.4507142857143	20.1685714285714	11.2904761904762	0.128608091552687	0.120264691176711	0.162869125960732	0.0430786645507176	0.0923155761101996	0.145112663483806	0.315286780890852	273.765621051644	52.9412277780364	22.9540721746554	43.4452893249541	13.8062034252515	12.8575986139171
0.922619047619048	7.84816206114633	7.86215479805356	0.986182749768098	0.482830234616995	4.81748991307758	0.535952632345595	0.881190476190476	262.331904761905	46.3888095238095	22.115	41.8338095238095	20.1707142857143	11.2816666666667	0.0687822073803852	0.162252687527084	0.113315537818672	0.0486784998720409	0.130647046509389	0.147317962447523	0.32360277177169	275.329291828851	52.6990043709812	22.391276066084	42.4910228223846	13.8572881141591	12.9707916357979
0.92452380952381	7.85652006932667	7.79667074226198	1.03874205122391	0.474448005599635	4.75637615328743	0.5332278534263	0.886428571428571	262.436666666667	46.4761904761905	22.6588095238095	42.8645238095238	19.9819047619048	10.957619047619	0.099463236971538	0.14663879872561	0.139173314024032	0.0460092391446626	0.17894626740219	0.147533185746456	0.317327803137864	259.679119940391	50.1738146245762	22.7392734974558	43.0276248211413	13.0408761136786	12.173240011275
0.920238095238095	7.8713597097851	7.65618917079199	1.02692867117269	0.471682947412843	4.76844824609302	0.53408746155383	0.884761904761905	257.932142857143	45.5945238095238	22.067380952381	41.7492857142857	19.7766666666667	11.0285714285714	0.106772220192829	0.209620281629097	0.127309829400497	0.0180583735305745	0.221592128046334	0.145479801685542	0.319347081097461	256.853274433044	49.7984230888933	22.0265916236383	41.5772650410266	13.0277198496296	12.1895071535319
